name,type,brand,category,unit
Dettol Soap 198g,Soap,Dettol,Grocery,g
Teer Coffee 307g,Coffee,Teer,Snacks,kg
Teer Juice 22g,Juice,Teer,Home Appliances,pack
Singer Beverage 31g,Beverage,Singer,Electronics,ml
Dettol Noodles 314g,Noodles,Dettol,Electronics,ml
Fun Foods Flour 10g,Flour,Fun Foods,Cooking Oil,ml
Nihar Soap 283g,Soap,Nihar,Drinks,g
Unilever Tea 397g,Tea,Unilever,Snacks,pack
Unilever Mobile 479g,Mobile,Unilever,Dairy,ml
Fun Foods Coffee 3g,Coffee,Fun Foods,Personal Care,piece
Fun Foods Sugar 330g,Sugar,Fun Foods,Bakery,g
Fun Foods Oil 170g,Oil,Fun Foods,Clothing,piece
Fresh Spice 123g,Spice,Fresh,Clothing,liter
Singer Juice 59g,Juice,Singer,Clothing,pack
Teer Food 215g,Food,Teer,Cooking Oil,g
Dettol Beverage 439g,Beverage,Dettol,Personal Care,piece
ACI Juice 361g,Juice,ACI,Spices,g
Pran Oil 97g,Oil,Pran,Clothing,piece
Fun Foods Shampoo 221g,Shampoo,Fun Foods,Bakery,piece
Nihar Rice 400g,Rice,Nihar,Spices,ml
Fun Foods Sugar 454g,Sugar,Fun Foods,Spices,pack
Square Television 141g,Television,Square,Spices,liter
Fun Foods Toothpaste 86g,Toothpaste,Fun Foods,Cooking Oil,ml
Fresh Flour 75g,Flour,Fresh,Bakery,g
Fresh Oil 70g,Oil,Fresh,Electronics,kg
Radhuni Spice 400g,Spice,Radhuni,Bakery,kg
Fresh Sugar 115g,Sugar,Fresh,Drinks,kg
Nihar Flour 397g,Flour,Nihar,Electronics,piece
Parachute Mobile 99g,Mobile,Parachute,Personal Care,liter
Dettol Food 11g,Food,Dettol,Spices,pack
Parachute Rice 395g,Rice,Parachute,Stationery,ml
Fresh Noodles 251g,Noodles,Fresh,Bakery,g
Dettol Shampoo 123g,Shampoo,Dettol,Bakery,g
Dettol Mobile 414g,Mobile,Dettol,Dairy,ml
Closeup Coffee 362g,Coffee,Closeup,Drinks,kg
ACI Cool Beverage 149g,Beverage,ACI Cool,Stationery,ml
Dettol Soap 424g,Soap,Dettol,Electronics,liter
Parachute Biscuits 78g,Biscuits,Parachute,Clothing,g
Radhuni Dairy 456g,Dairy,Radhuni,Cooking Oil,g
Fun Foods Oil 293g,Oil,Fun Foods,Spices,g
Singer Noodles 69g,Noodles,Singer,Home Appliances,pack
Dettol Detergent 288g,Detergent,Dettol,Clothing,liter
ACI Cool Tea 330g,Tea,ACI Cool,Personal Care,pack
Singer Juice 469g,Juice,Singer,Electronics,ml
Singer Spice 162g,Spice,Singer,Personal Care,pack
Walton Biscuits 304g,Biscuits,Walton,Personal Care,ml
Unilever Shampoo 111g,Shampoo,Unilever,Home Appliances,liter
Parachute Sugar 15g,Sugar,Parachute,Electronics,ml
Square Dairy 73g,Dairy,Square,Cooking Oil,liter
ACI Television 404g,Television,ACI,Home Appliances,kg
ACI Food 309g,Food,ACI,Electronics,g
Teer Dairy 500g,Dairy,Teer,Dairy,ml
Parachute Juice 439g,Juice,Parachute,Dairy,kg
Radhuni Food 326g,Food,Radhuni,Dairy,kg
Teer Food 412g,Food,Teer,Grocery,pack
Square Coffee 391g,Coffee,Square,Clothing,kg
Pran Dairy 477g,Dairy,Pran,Grocery,pack
ACI Cool Tea 1g,Tea,ACI Cool,Clothing,pack
Singer Sugar 410g,Sugar,Singer,Drinks,piece
Parachute Refrigerator 89g,Refrigerator,Parachute,Spices,ml
Parachute Coffee 194g,Coffee,Parachute,Home Appliances,liter
Dettol Rice 141g,Rice,Dettol,Stationery,piece
Nihar Soap 481g,Soap,Nihar,Cooking Oil,liter
Teer Tea 256g,Tea,Teer,Personal Care,g
Singer Tea 311g,Tea,Singer,Personal Care,ml
Fresh Lentils 496g,Lentils,Fresh,Grocery,liter
Fun Foods Lentils 90g,Lentils,Fun Foods,Snacks,kg
Walton Detergent 333g,Detergent,Walton,Bakery,ml
Parachute Biscuits 474g,Biscuits,Parachute,Grocery,kg
Fresh Lentils 14g,Lentils,Fresh,Electronics,liter
ACI Cool Television 388g,Television,ACI Cool,Home Appliances,ml
Teer Television 180g,Television,Teer,Snacks,kg
Dettol Detergent 452g,Detergent,Dettol,Grocery,g
Fresh Rice 438g,Rice,Fresh,Clothing,kg
Closeup Lentils 146g,Lentils,Closeup,Stationery,piece
Dettol Lentils 174g,Lentils,Dettol,Drinks,kg
Parachute Beverage 23g,Beverage,Parachute,Dairy,ml
Parachute Food 358g,Food,Parachute,Personal Care,liter
Square Flour 97g,Flour,Square,Snacks,piece
Radhuni Dairy 30g,Dairy,Radhuni,Spices,g
Parachute Detergent 400g,Detergent,Parachute,Cooking Oil,g
Singer Mobile 114g,Mobile,Singer,Electronics,g
Fresh Biscuits 372g,Biscuits,Fresh,Clothing,ml
Radhuni Shampoo 180g,Shampoo,Radhuni,Cooking Oil,kg
Teer Shampoo 184g,Shampoo,Teer,Bakery,liter
ACI Coffee 251g,Coffee,ACI,Grocery,piece
Square Detergent 155g,Detergent,Square,Cooking Oil,kg
Teer Mobile 21g,Mobile,Teer,Cooking Oil,ml
Unilever Dairy 303g,Dairy,Unilever,Stationery,piece
Unilever Noodles 70g,Noodles,Unilever,Personal Care,ml
Unilever Food 31g,Food,Unilever,Dairy,pack
Unilever Dairy 393g,Dairy,Unilever,Bakery,ml
Fresh Mobile 421g,Mobile,Fresh,Cooking Oil,ml
Walton Oil 282g,Oil,Walton,Dairy,kg
Singer Oil 486g,Oil,Singer,Stationery,g
Walton Rice 441g,Rice,Walton,Home Appliances,g
ACI Cool Dairy 118g,Dairy,ACI Cool,Electronics,ml
Dettol Television 291g,Television,Dettol,Electronics,g
Square Rice 365g,Rice,Square,Spices,liter
Pran Flour 240g,Flour,Pran,Spices,liter
Singer Tea 85g,Tea,Singer,Electronics,piece
Unilever Television 59g,Television,Unilever,Cooking Oil,piece
Fun Foods Dairy 168g,Dairy,Fun Foods,Dairy,pack
Pran Dairy 352g,Dairy,Pran,Bakery,liter
Parachute Spice 216g,Spice,Parachute,Dairy,ml
Closeup Tea 489g,Tea,Closeup,Home Appliances,g
Square Tea 262g,Tea,Square,Drinks,kg
Fresh Dairy 24g,Dairy,Fresh,Drinks,kg
Closeup Toothpaste 142g,Toothpaste,Closeup,Dairy,pack
Square Dairy 37g,Dairy,Square,Bakery,pack
ACI Sugar 67g,Sugar,ACI,Snacks,kg
Square Spice 237g,Spice,Square,Stationery,piece
Dettol Food 179g,Food,Dettol,Bakery,ml
Unilever Oil 165g,Oil,Unilever,Dairy,liter
Unilever Flour 467g,Flour,Unilever,Stationery,ml
Walton Soap 407g,Soap,Walton,Electronics,pack
Radhuni Tea 115g,Tea,Radhuni,Drinks,ml
Fresh Mobile 157g,Mobile,Fresh,Personal Care,kg
Unilever Rice 171g,Rice,Unilever,Spices,piece
Pran Refrigerator 448g,Refrigerator,Pran,Personal Care,liter
Fun Foods Television 152g,Television,Fun Foods,Electronics,ml
Parachute Coffee 380g,Coffee,Parachute,Clothing,ml
Pran Detergent 309g,Detergent,Pran,Clothing,kg
Unilever Dairy 451g,Dairy,Unilever,Bakery,piece
Teer Tea 320g,Tea,Teer,Cooking Oil,g
Pran Detergent 73g,Detergent,Pran,Stationery,kg
Nihar Beverage 205g,Beverage,Nihar,Drinks,liter
Teer Soap 294g,Soap,Teer,Home Appliances,liter
Parachute Tea 41g,Tea,Parachute,Personal Care,ml
Square Oil 421g,Oil,Square,Drinks,g
Radhuni Lentils 400g,Lentils,Radhuni,Clothing,kg
Walton Biscuits 459g,Biscuits,Walton,Stationery,piece
Teer Noodles 204g,Noodles,Teer,Home Appliances,kg
Fresh Juice 168g,Juice,Fresh,Electronics,piece
Unilever Beverage 191g,Beverage,Unilever,Electronics,g
Unilever Sugar 140g,Sugar,Unilever,Grocery,liter
Square Refrigerator 69g,Refrigerator,Square,Cooking Oil,piece
Closeup Shampoo 297g,Shampoo,Closeup,Stationery,kg
Dettol Sugar 486g,Sugar,Dettol,Personal Care,liter
Singer Tea 355g,Tea,Singer,Electronics,liter
Teer Flour 190g,Flour,Teer,Drinks,g
Walton Food 129g,Food,Walton,Home Appliances,pack
Walton Toothpaste 469g,Toothpaste,Walton,Bakery,piece
Unilever Detergent 326g,Detergent,Unilever,Dairy,g
Fresh Spice 316g,Spice,Fresh,Home Appliances,kg
Fresh Dairy 285g,Dairy,Fresh,Stationery,pack
ACI Juice 242g,Juice,ACI,Bakery,piece
Fun Foods Oil 390g,Oil,Fun Foods,Dairy,g
Fun Foods Beverage 174g,Beverage,Fun Foods,Stationery,g
Pran Oil 229g,Oil,Pran,Electronics,g
Square Soap 211g,Soap,Square,Snacks,pack
Singer Mobile 432g,Mobile,Singer,Electronics,ml
Radhuni Food 148g,Food,Radhuni,Cooking Oil,liter
ACI Shampoo 74g,Shampoo,ACI,Snacks,piece
Nihar Juice 45g,Juice,Nihar,Stationery,pack
Closeup Spice 379g,Spice,Closeup,Snacks,liter
Unilever Beverage 48g,Beverage,Unilever,Cooking Oil,piece
Square Rice 193g,Rice,Square,Grocery,piece
Square Noodles 432g,Noodles,Square,Spices,pack
Dettol Toothpaste 450g,Toothpaste,Dettol,Grocery,piece
Walton Beverage 437g,Beverage,Walton,Grocery,piece
Singer Tea 245g,Tea,Singer,Bakery,ml
Teer Soap 167g,Soap,Teer,Stationery,g
Fresh Spice 168g,Spice,Fresh,Snacks,liter
Parachute Tea 52g,Tea,Parachute,Spices,pack
Square Noodles 228g,Noodles,Square,Grocery,kg
Fun Foods Juice 213g,Juice,Fun Foods,Stationery,kg
Parachute Tea 152g,Tea,Parachute,Cooking Oil,g
Dettol Shampoo 60g,Shampoo,Dettol,Stationery,pack
ACI Cool Beverage 386g,Beverage,ACI Cool,Spices,kg
Singer Toothpaste 279g,Toothpaste,Singer,Dairy,ml
Square Detergent 432g,Detergent,Square,Snacks,g
Fun Foods Refrigerator 342g,Refrigerator,Fun Foods,Spices,piece
ACI Cool Oil 40g,Oil,ACI Cool,Spices,pack
Walton Detergent 83g,Detergent,Walton,Electronics,ml
Fresh Detergent 142g,Detergent,Fresh,Electronics,liter
Radhuni Food 179g,Food,Radhuni,Personal Care,pack
Radhuni Biscuits 137g,Biscuits,Radhuni,Cooking Oil,kg
Square Detergent 8g,Detergent,Square,Stationery,pack
Fresh Dairy 192g,Dairy,Fresh,Electronics,g
Nihar Soap 277g,Soap,Nihar,Clothing,piece
Pran Sugar 209g,Sugar,Pran,Clothing,pack
Square Shampoo 87g,Shampoo,Square,Home Appliances,kg
Pran Sugar 188g,Sugar,Pran,Dairy,kg
Dettol Toothpaste 172g,Toothpaste,Dettol,Home Appliances,piece
ACI Cool Dairy 376g,Dairy,ACI Cool,Home Appliances,piece
Parachute Biscuits 184g,Biscuits,Parachute,Clothing,kg
Radhuni Coffee 488g,Coffee,Radhuni,Grocery,liter
Teer Noodles 354g,Noodles,Teer,Snacks,liter
Singer Sugar 352g,Sugar,Singer,Personal Care,ml
Dettol Tea 146g,Tea,Dettol,Personal Care,piece
Unilever Shampoo 465g,Shampoo,Unilever,Grocery,kg
Fun Foods Sugar 23g,Sugar,Fun Foods,Bakery,ml
Radhuni Sugar 401g,Sugar,Radhuni,Spices,pack
Singer Detergent 106g,Detergent,Singer,Snacks,pack
ACI Cool Flour 336g,Flour,ACI Cool,Electronics,piece
Pran Refrigerator 95g,Refrigerator,Pran,Personal Care,pack
Radhuni Oil 435g,Oil,Radhuni,Snacks,g
ACI Sugar 276g,Sugar,ACI,Electronics,liter
Pran Spice 222g,Spice,Pran,Cooking Oil,liter
Singer Lentils 284g,Lentils,Singer,Bakery,ml
Radhuni Dairy 295g,Dairy,Radhuni,Bakery,g
Pran Oil 468g,Oil,Pran,Grocery,piece
Dettol Sugar 53g,Sugar,Dettol,Snacks,liter
Unilever Sugar 102g,Sugar,Unilever,Grocery,kg
Parachute Coffee 78g,Coffee,Parachute,Home Appliances,g
Fresh Toothpaste 263g,Toothpaste,Fresh,Bakery,liter
Walton Sugar 84g,Sugar,Walton,Spices,kg
ACI Cool Refrigerator 277g,Refrigerator,ACI Cool,Spices,pack
Teer Beverage 184g,Beverage,Teer,Stationery,g
Pran Television 376g,Television,Pran,Personal Care,piece
Closeup Sugar 72g,Sugar,Closeup,Clothing,pack
Fun Foods Toothpaste 354g,Toothpaste,Fun Foods,Dairy,g
Singer Food 167g,Food,Singer,Dairy,liter
Square Detergent 218g,Detergent,Square,Cooking Oil,g
ACI Juice 354g,Juice,ACI,Grocery,ml
Pran Dairy 45g,Dairy,Pran,Personal Care,g
ACI Shampoo 191g,Shampoo,ACI,Stationery,liter
Parachute Spice 270g,Spice,Parachute,Drinks,ml
Unilever Mobile 257g,Mobile,Unilever,Clothing,pack
Walton Detergent 41g,Detergent,Walton,Clothing,kg
Square Mobile 397g,Mobile,Square,Cooking Oil,pack
ACI Cool Rice 167g,Rice,ACI Cool,Snacks,ml
Nihar Sugar 495g,Sugar,Nihar,Bakery,liter
Walton Juice 414g,Juice,Walton,Home Appliances,liter
Parachute Toothpaste 283g,Toothpaste,Parachute,Dairy,pack
Teer Soap 59g,Soap,Teer,Dairy,ml
Parachute Spice 428g,Spice,Parachute,Bakery,liter
Fun Foods Flour 313g,Flour,Fun Foods,Personal Care,liter
Fun Foods Mobile 424g,Mobile,Fun Foods,Stationery,piece
ACI Cool Tea 179g,Tea,ACI Cool,Home Appliances,liter
Teer Detergent 271g,Detergent,Teer,Clothing,piece
ACI Oil 126g,Oil,ACI,Personal Care,piece
ACI Dairy 7g,Dairy,ACI,Dairy,liter
ACI Cool Soap 176g,Soap,ACI Cool,Spices,piece
ACI Juice 413g,Juice,ACI,Home Appliances,piece
Fun Foods Flour 248g,Flour,Fun Foods,Snacks,pack
Fresh Flour 340g,Flour,Fresh,Personal Care,piece
Unilever Mobile 440g,Mobile,Unilever,Clothing,piece
ACI Cool Oil 66g,Oil,ACI Cool,Clothing,liter
Fresh Noodles 62g,Noodles,Fresh,Drinks,kg
ACI Cool Oil 309g,Oil,ACI Cool,Cooking Oil,liter
Singer Tea 53g,Tea,Singer,Personal Care,pack
Nihar Biscuits 192g,Biscuits,Nihar,Home Appliances,liter
ACI Lentils 279g,Lentils,ACI,Clothing,ml
Pran Sugar 392g,Sugar,Pran,Snacks,kg
Parachute Television 105g,Television,Parachute,Stationery,ml
Fresh Biscuits 249g,Biscuits,Fresh,Dairy,piece
Square Lentils 332g,Lentils,Square,Electronics,liter
Fresh Biscuits 443g,Biscuits,Fresh,Cooking Oil,g
Square Lentils 41g,Lentils,Square,Cooking Oil,pack
ACI Shampoo 91g,Shampoo,ACI,Stationery,piece
Walton Biscuits 436g,Biscuits,Walton,Drinks,g
ACI Cool Mobile 17g,Mobile,ACI Cool,Dairy,kg
ACI Cool Television 472g,Television,ACI Cool,Dairy,liter
Pran Flour 21g,Flour,Pran,Cooking Oil,liter
Singer Shampoo 325g,Shampoo,Singer,Electronics,piece
Walton Rice 33g,Rice,Walton,Spices,g
Singer Coffee 439g,Coffee,Singer,Grocery,g
ACI Detergent 408g,Detergent,ACI,Spices,kg
ACI Mobile 313g,Mobile,ACI,Home Appliances,kg
Fresh Shampoo 348g,Shampoo,Fresh,Electronics,liter
Unilever Sugar 75g,Sugar,Unilever,Clothing,pack
ACI Juice 447g,Juice,ACI,Spices,kg
Pran Television 403g,Television,Pran,Grocery,liter
Pran Spice 442g,Spice,Pran,Home Appliances,g
Teer Lentils 246g,Lentils,Teer,Electronics,piece
Walton Beverage 358g,Beverage,Walton,Drinks,pack
Teer Food 30g,Food,Teer,Bakery,piece
ACI Coffee 111g,Coffee,ACI,Snacks,g
Radhuni Oil 364g,Oil,Radhuni,Clothing,ml
ACI Sugar 360g,Sugar,ACI,Personal Care,kg
Nihar Tea 296g,Tea,Nihar,Dairy,g
Closeup Tea 444g,Tea,Closeup,Bakery,pack
Walton Refrigerator 130g,Refrigerator,Walton,Personal Care,ml
Pran Mobile 315g,Mobile,Pran,Spices,liter
ACI Cool Juice 116g,Juice,ACI Cool,Bakery,pack
ACI Cool Detergent 356g,Detergent,ACI Cool,Drinks,pack
Square Mobile 35g,Mobile,Square,Personal Care,kg
Fun Foods Rice 185g,Rice,Fun Foods,Spices,piece
ACI Shampoo 468g,Shampoo,ACI,Spices,g
Walton Shampoo 372g,Shampoo,Walton,Stationery,piece
Fresh Toothpaste 26g,Toothpaste,Fresh,Electronics,liter
Singer Shampoo 102g,Shampoo,Singer,Cooking Oil,piece
Parachute Biscuits 471g,Biscuits,Parachute,Grocery,liter
Square Beverage 247g,Beverage,Square,Drinks,ml
Parachute Rice 57g,Rice,Parachute,Grocery,pack
Parachute Soap 99g,Soap,Parachute,Grocery,ml
Radhuni Spice 18g,Spice,Radhuni,Grocery,ml
Radhuni Spice 58g,Spice,Radhuni,Personal Care,pack
ACI Cool Shampoo 447g,Shampoo,ACI Cool,Grocery,ml
Teer Detergent 479g,Detergent,Teer,Dairy,g
Dettol Biscuits 139g,Biscuits,Dettol,Clothing,liter
Radhuni Soap 183g,Soap,Radhuni,Home Appliances,kg
Singer Refrigerator 470g,Refrigerator,Singer,Stationery,pack
Closeup Food 244g,Food,Closeup,Home Appliances,g
ACI Cool Biscuits 324g,Biscuits,ACI Cool,Clothing,g
Parachute Sugar 187g,Sugar,Parachute,Personal Care,g
Walton Soap 423g,Soap,Walton,Snacks,kg
Singer Spice 277g,Spice,Singer,Snacks,pack
Dettol Tea 176g,Tea,Dettol,Grocery,liter
Square Oil 134g,Oil,Square,Cooking Oil,ml
Fun Foods Television 123g,Television,Fun Foods,Dairy,kg
Dettol Coffee 78g,Coffee,Dettol,Snacks,piece
Closeup Refrigerator 27g,Refrigerator,Closeup,Clothing,liter
Square Television 61g,Television,Square,Grocery,pack
Teer Lentils 180g,Lentils,Teer,Drinks,liter
Teer Oil 483g,Oil,Teer,Bakery,piece
Singer Refrigerator 95g,Refrigerator,Singer,Spices,kg
Nihar Tea 82g,Tea,Nihar,Clothing,kg
Square Biscuits 50g,Biscuits,Square,Electronics,pack
Square Sugar 151g,Sugar,Square,Drinks,liter
Unilever Biscuits 336g,Biscuits,Unilever,Bakery,liter
Square Soap 363g,Soap,Square,Cooking Oil,liter
Radhuni Lentils 335g,Lentils,Radhuni,Spices,pack
Unilever Toothpaste 83g,Toothpaste,Unilever,Home Appliances,piece
Walton Dairy 391g,Dairy,Walton,Stationery,kg
Teer Beverage 109g,Beverage,Teer,Personal Care,ml
Radhuni Mobile 110g,Mobile,Radhuni,Bakery,liter
Fresh Juice 455g,Juice,Fresh,Clothing,liter
Walton Tea 78g,Tea,Walton,Bakery,g
Walton Beverage 305g,Beverage,Walton,Cooking Oil,piece
Nihar Rice 312g,Rice,Nihar,Snacks,pack
Square Spice 43g,Spice,Square,Dairy,kg
Square Refrigerator 135g,Refrigerator,Square,Snacks,pack
Walton Mobile 221g,Mobile,Walton,Spices,piece
Walton Detergent 217g,Detergent,Walton,Grocery,liter
Teer Noodles 143g,Noodles,Teer,Clothing,pack
Singer Coffee 325g,Coffee,Singer,Spices,liter
ACI Cool Coffee 174g,Coffee,ACI Cool,Bakery,ml
Nihar Soap 198g,Soap,Nihar,Spices,piece
Teer Tea 250g,Tea,Teer,Cooking Oil,piece
Walton Juice 438g,Juice,Walton,Drinks,piece
Closeup Oil 459g,Oil,Closeup,Home Appliances,liter
ACI Lentils 39g,Lentils,ACI,Drinks,piece
Unilever Refrigerator 278g,Refrigerator,Unilever,Stationery,liter
Unilever Beverage 499g,Beverage,Unilever,Spices,ml
Teer Tea 269g,Tea,Teer,Snacks,pack
Closeup Juice 346g,Juice,Closeup,Stationery,piece
Fun Foods Television 364g,Television,Fun Foods,Stationery,piece
Nihar Mobile 452g,Mobile,Nihar,Stationery,g
Pran Biscuits 126g,Biscuits,Pran,Stationery,liter
Parachute Television 137g,Television,Parachute,Drinks,liter
Closeup Television 163g,Television,Closeup,Clothing,pack
ACI Lentils 90g,Lentils,ACI,Home Appliances,g
Square Detergent 394g,Detergent,Square,Snacks,liter
Walton Sugar 343g,Sugar,Walton,Grocery,liter
Fun Foods Flour 256g,Flour,Fun Foods,Electronics,ml
Singer Detergent 243g,Detergent,Singer,Stationery,kg
Unilever Biscuits 127g,Biscuits,Unilever,Cooking Oil,liter
ACI Cool Spice 485g,Spice,ACI Cool,Spices,g
Walton Noodles 74g,Noodles,Walton,Personal Care,g
Teer Shampoo 234g,Shampoo,Teer,Stationery,kg
Walton Oil 254g,Oil,Walton,Stationery,liter
Walton Food 190g,Food,Walton,Dairy,ml
Teer Dairy 3g,Dairy,Teer,Grocery,pack
Closeup Detergent 238g,Detergent,Closeup,Bakery,g
Pran Shampoo 164g,Shampoo,Pran,Drinks,g
Unilever Tea 459g,Tea,Unilever,Clothing,g
Square Dairy 122g,Dairy,Square,Grocery,pack
Nihar Sugar 26g,Sugar,Nihar,Snacks,piece
ACI Detergent 254g,Detergent,ACI,Grocery,kg
Fresh Coffee 370g,Coffee,Fresh,Home Appliances,piece
Pran Dairy 122g,Dairy,Pran,Snacks,kg
Walton Beverage 122g,Beverage,Walton,Clothing,liter
ACI Detergent 78g,Detergent,ACI,Stationery,ml
Square Television 276g,Television,Square,Snacks,pack
Square Spice 269g,Spice,Square,Dairy,ml
ACI Sugar 381g,Sugar,ACI,Home Appliances,pack
Singer Refrigerator 174g,Refrigerator,Singer,Home Appliances,ml
Singer Coffee 94g,Coffee,Singer,Home Appliances,g
Fun Foods Coffee 422g,Coffee,Fun Foods,Cooking Oil,ml
Dettol Beverage 134g,Beverage,Dettol,Home Appliances,liter
ACI Cool Oil 47g,Oil,ACI Cool,Grocery,g
Radhuni Noodles 255g,Noodles,Radhuni,Bakery,liter
ACI Cool Rice 289g,Rice,ACI Cool,Home Appliances,pack
Parachute Biscuits 486g,Biscuits,Parachute,Clothing,ml
Dettol Shampoo 123g,Shampoo,Dettol,Clothing,g
Singer Refrigerator 224g,Refrigerator,Singer,Stationery,piece
Pran Television 469g,Television,Pran,Bakery,ml
Unilever Juice 407g,Juice,Unilever,Dairy,ml
Fresh Noodles 38g,Noodles,Fresh,Snacks,g
ACI Biscuits 181g,Biscuits,ACI,Bakery,kg
Radhuni Rice 91g,Rice,Radhuni,Home Appliances,piece
Nihar Rice 314g,Rice,Nihar,Snacks,piece
ACI Cool Noodles 65g,Noodles,ACI Cool,Stationery,piece
Dettol Soap 382g,Soap,Dettol,Electronics,kg
Closeup Flour 392g,Flour,Closeup,Dairy,pack
Dettol Tea 265g,Tea,Dettol,Electronics,pack
ACI Cool Coffee 181g,Coffee,ACI Cool,Drinks,liter
Nihar Sugar 339g,Sugar,Nihar,Cooking Oil,kg
Dettol Mobile 129g,Mobile,Dettol,Personal Care,ml
Closeup Tea 454g,Tea,Closeup,Electronics,piece
Dettol Biscuits 145g,Biscuits,Dettol,Grocery,liter
Teer Biscuits 94g,Biscuits,Teer,Home Appliances,kg
Closeup Rice 181g,Rice,Closeup,Clothing,g
Pran Toothpaste 231g,Toothpaste,Pran,Dairy,kg
Fun Foods Food 418g,Food,Fun Foods,Clothing,g
Closeup Lentils 6g,Lentils,Closeup,Stationery,g
Walton Coffee 440g,Coffee,Walton,Electronics,kg
Nihar Television 444g,Television,Nihar,Clothing,piece
Walton Toothpaste 226g,Toothpaste,Walton,Bakery,kg
Teer Flour 163g,Flour,Teer,Personal Care,ml
Dettol Juice 409g,Juice,Dettol,Electronics,piece
Walton Flour 184g,Flour,Walton,Personal Care,liter
Parachute Spice 295g,Spice,Parachute,Clothing,kg
Fun Foods Lentils 429g,Lentils,Fun Foods,Dairy,g
ACI Spice 134g,Spice,ACI,Personal Care,g
Walton Food 185g,Food,Walton,Personal Care,kg
Closeup Sugar 484g,Sugar,Closeup,Cooking Oil,kg
ACI Dairy 81g,Dairy,ACI,Cooking Oil,pack
Fun Foods Spice 246g,Spice,Fun Foods,Stationery,ml
Parachute Soap 320g,Soap,Parachute,Stationery,pack
Nihar Soap 208g,Soap,Nihar,Snacks,piece
Radhuni Spice 215g,Spice,Radhuni,Drinks,g
Nihar Spice 474g,Spice,Nihar,Bakery,g
Radhuni Flour 83g,Flour,Radhuni,Electronics,piece
Square Coffee 59g,Coffee,Square,Stationery,g
Radhuni Dairy 108g,Dairy,Radhuni,Stationery,ml
ACI Flour 81g,Flour,ACI,Dairy,g
ACI Cool Flour 197g,Flour,ACI Cool,Drinks,pack
Fun Foods Juice 288g,Juice,Fun Foods,Grocery,kg
Walton Dairy 355g,Dairy,Walton,Home Appliances,pack
Singer Beverage 368g,Beverage,Singer,Electronics,pack
Fun Foods Food 374g,Food,Fun Foods,Clothing,kg
Radhuni Flour 499g,Flour,Radhuni,Grocery,ml
Unilever Food 379g,Food,Unilever,Clothing,liter
Dettol Biscuits 405g,Biscuits,Dettol,Spices,ml
Nihar Coffee 172g,Coffee,Nihar,Drinks,kg
Nihar Juice 451g,Juice,Nihar,Spices,pack
Closeup Food 286g,Food,Closeup,Drinks,piece
Teer Coffee 382g,Coffee,Teer,Personal Care,kg
ACI Cool Sugar 415g,Sugar,ACI Cool,Electronics,ml
Nihar Spice 279g,Spice,Nihar,Clothing,liter
Walton Toothpaste 250g,Toothpaste,Walton,Spices,ml
Radhuni Television 453g,Television,Radhuni,Cooking Oil,liter
Dettol Beverage 457g,Beverage,Dettol,Stationery,piece
Nihar Soap 34g,Soap,Nihar,Home Appliances,ml
Unilever Food 202g,Food,Unilever,Electronics,kg
Closeup Toothpaste 493g,Toothpaste,Closeup,Stationery,piece
Dettol Soap 251g,Soap,Dettol,Snacks,ml
ACI Cool Oil 176g,Oil,ACI Cool,Electronics,liter
Singer Biscuits 68g,Biscuits,Singer,Clothing,ml
Fun Foods Sugar 237g,Sugar,Fun Foods,Home Appliances,g
Teer Rice 396g,Rice,Teer,Stationery,liter
Square Biscuits 351g,Biscuits,Square,Drinks,kg
Fresh Coffee 274g,Coffee,Fresh,Drinks,piece
Singer Juice 315g,Juice,Singer,Grocery,piece
Closeup Tea 207g,Tea,Closeup,Electronics,piece
Radhuni Detergent 492g,Detergent,Radhuni,Grocery,liter
Teer Shampoo 214g,Shampoo,Teer,Drinks,g
Singer Sugar 306g,Sugar,Singer,Spices,piece
Fresh Dairy 90g,Dairy,Fresh,Home Appliances,piece
Parachute Flour 418g,Flour,Parachute,Spices,ml
Nihar Rice 331g,Rice,Nihar,Clothing,piece
Teer Tea 340g,Tea,Teer,Personal Care,piece
Parachute Tea 93g,Tea,Parachute,Cooking Oil,g
Walton Soap 101g,Soap,Walton,Grocery,g
Radhuni Detergent 19g,Detergent,Radhuni,Cooking Oil,liter
Closeup Rice 166g,Rice,Closeup,Clothing,ml
Dettol Biscuits 65g,Biscuits,Dettol,Personal Care,g
ACI Cool Mobile 373g,Mobile,ACI Cool,Personal Care,liter
Walton Juice 202g,Juice,Walton,Snacks,pack
Dettol Coffee 209g,Coffee,Dettol,Bakery,liter
Singer Television 337g,Television,Singer,Dairy,piece
Pran Coffee 290g,Coffee,Pran,Electronics,pack
Fun Foods Coffee 247g,Coffee,Fun Foods,Grocery,pack
ACI Toothpaste 482g,Toothpaste,ACI,Grocery,kg
ACI Flour 279g,Flour,ACI,Drinks,pack
Walton Television 405g,Television,Walton,Personal Care,g
Dettol Beverage 8g,Beverage,Dettol,Home Appliances,ml
